path|duration|transcript
881897068939900.mp3|45.12|dạ mobifone xin nghe em là minh anh có thể giúp được gì cho anh chị ạ chị kiểm tra giùm em cái số điện thoại này gọi lên đó em mới cài ba g d mười á mà không hoạt động nó không chạy được luôn á chị dạ vâng rất xin lỗi về sự bất tiện này cho em xin anh tên gì để em tiện xưng hô được không ạ dạ em tên minh dạ em chào anh minh số anh minh đây em kiểm tra là đúng là có đăng ký gói cước d mười cho mở thiết bị di động máy hiện ba g bốn g hay kiểu gì vậy anh minh dạ chữ h chị dạ vâng mình sẽ hỗ trợ đóng nối mở nối lại đường truyền truy cập mạng cho sim của anh minh lại kết thúc cuộc gọi này anh thông cảm tắt nguồn máy hai phút sau anh mở nguồn nên bật lại dùng lại thử xem được chưa nha được rồi ok em cám ơn dạ mình cần hỗ trợ thông tin
881897068939901.mp3|145.02|dạ mobifone xin nghe em tên lý xin phép hỗ trợ anh chị ạ em ơi cho chị hỏi là cái sim của chị sao không có gửi được tin nhắn báo lỗi ba tám là sao số điện thoại chị đang gọi cho em đúng không ạ đúng rồi chị gửi tin nhắn thông thường hay là gửi từ đầu số tổng đài gửi tin nhắn chị chị gửi tin nhắn thông thường phải không ạ đúng rồi thì chị gửi bình thường thôi nhưng mà nó báo là lỗi ba tám này là sao vui lòng cho biết tên của chị để tiện xưng hô được không ạ chị tên thúy em chào chị thúy ạ à trước tiên chị thúy là chủ thuê bao đúng không chị không chị chưa đăng ký chính chủ trường hợp để đảm bảo để đảm bảo quyền sở hữu thuê bao và giữ liên lạc thông suốt chị vui lòng nhanh chóng cập nhật thông tin theo đúng quy định nhà nước giúp em không biết chị thúy đang ở khu vực tỉnh thành nào vậy chị ở thành phố hồ chí minh khi nào được chị vui lòng đem căn cước công dân mang theo liên hệ trực tiếp cửa hàng để cập nhật thông tin lại giúp em ạ cửa hàng mobifone chị biết rồi phải không ạ biết rồi em còn trường hợp mà chị gửi tin nhắn không được rồi chị gửi tin nhắn nội mạng hay ngoại mạng nội mạng ngoại mạng gì cũng không được hết á kiểm tra trên hệ thống vào số thuê bao của chị chỉ gửi tin nhắn nội mạng thôi còn ngoại mạng tài khoản không đủ nên không có gửi được chị kiểm tra ấy hả mà lỗi ba tám là lỗi gì em đúng xem kiểm tra số thuê bao của chị hiện tại tài khoản không đủ để gửi tin nhắn ngoại mạng nên chỉ còn cái phút gọi tin nhắn nội mạng thôi và chị kiểm tra giúp em chỉ gửi cho số điện thoại nào mà không được vui lòng cho em xin số ờ không chín bốn một tám chín tám chín bảy một tám sáu không chín bốn một tám chín bảy một bảy sáu đúng rồi một tám sáu em xin lỗi là một tám sáu em kiểm tra đầu không chín bốn số điện thoại ngoại mạng rồi chị à là vậy á hả nếu được chị thông cảm nạp thêm tiền gửi thử giúp em ạ rồi ok em hỏi nếu không được nữa thì sao không được chị gọi lên tổng đài để kiểm tra lại chị gửi tin nhắn qua số điện thoại mobifone thử xem được không ạ còn số hoạt động hai chiều bình thường không có chặn tin nhắn ạ rồi ok dạ đúng rồi
881897068939902.mp3|128.52|dạ mobifone xin nghe em là xuân có thể giúp gì cho anh chị ạ à xin cho hỏi cái số cái số mà không ba bảy ba chín năm ba tám không rồi sao mà bây giờ gọi không được là sao anh đọc lại số giúp em với ạ không chín ba bảy dạ ba chín năm ba tám không anh cho em hỏi mình tên gì để em dễ xưng hô với anh ạ à vũ thị thu thủy dạ em chào ý là anh tên gì em dễ xưng hô với anh ạ anh tên hùng em chào anh hùng nha số thuê bao này của anh vừa mới đọc thì hiện tại sim này lâu ngày quá mình không có sử dụng sim bị cắt hủy số rổi không gọi không nghe được gì nữa đâu ạ dạ rồi vậy giờ khôi phục lại được không trường hợp này nếu anh hùng muốn khôi phục lại số thì liên hệ vào cửa hàng á anh hỏi thử xem số này có thể đăng ký lại được hay không thì mình đăng ký lại nhá ờ tối ra cửa hàng á hả cửa hàng mobifone á hả dạ anh phải ra cửa hàng của mobifone anh hỏi thử xem số này có thể đóng nối lại được hay không thì anh mua lại dạ dạ rồi cảm ơn nha dạ rồi em cám ơn anh hùng xin lỗi trường hợp này của anh hiện tại anh cần em cung cấp địa chỉ của hàng không anh hùng dạ anh cần cung cấp địa chỉ cửa hàng cho anh không ạ chỗ trường chinh ở chỗ nào chỗ gần nhất á anh ở thành phố hồ chí minh hả anh ở thành phố hồ chí minh mở chợ bà quẹo á dạ ở tân bình thì có một cửa hàng ở ba một bốn b trường chinh phường mười ba quận tân bình anh nhá rồi ba trăm mười bốn b dạ đúng rồi ba một bốn b trường chinh làm việc từ thứ hai đến thứ sáu từ bảy rưỡi tám giờ tối thứ bảy chủ nhật từ tám sáng tới sáu giờ tối anh nha rồi rồi rồi dạ vâng ạ anh cần hỗ trợ vấn đề gì nữa không ạ dạ không cảm ơn nha dạ vậy khi cần hỗ trợ anh gọi lại em cám ơn em chào anh ạ rồi chào em dạ anh vui lòng gác máy trước giúp em đi anh nha dạ rồi dạ rồi
881897068939903.mp3|54.6|dạ mobifone xin nghe em tên trân xin phép hỗ trợ cho anh chị ừ anh có sử dụng dịch vụ chuyển tiền là không chín cái sim nói như thế nào nếu được duy trì dạ muốn kiểm tra tài khoản mobile nhá tài khoản mobile trả trước giúp em nha em đang tiếp chuyện với anh huy đúng không ạ ừ đúng rồi cái số điện thoại đang tra anh chuyển luôn hay sao anh huy ừ nếu anh chịu ừ nếu mà chuyển tiền hai hai thì sinh hoạt động hai chiều thứ hai nữa là nó hoạt động được ba trăm sáu năm ngày chứ anh không bảy bảy sáu không bảy bảy sáu năm bốn hai sáu chín không năm bốn hai sáu chín không anh chờ máy em kiểm tra nha dạ
881897068939904.mp3|90.9|dạ mobifone xin nghe em là dung em có thể hỗ trợ gì cho anh chị ây em đăng ký giùm cho chị cái mạng mà bốn g mà tháng chín chục ngàn á em mà sao sao hồi sáng hồi trưa nay mới đăng ký cho chị mười ngàn đã xài không được luôn á bực mình mới nạp vô trăm ngàn để em đăng ký giùm cho chị một tháng chín chục ngàn nha em xin lỗi chị về sự bất tiện này số đang gọi tổng đài luôn hả chị ừ chị huệ chị huệ đăng ký gói cước tháng chín mươi ngàn có nhu cầu gọi thêm gì không hay là chị chỉ lướt web thôi chị huệ vừa rồi chị đăng ký ký chín mươi ngàn nó có cuộc gọi miễn phí được nữa mà dùng mạng vô tư đó mà dịch vụ là sáu tư ghi mỗi ngày chị hết thì ngắt kết nối luôn chứ không có dùng miễn phí nữa hết dung lượng nó ngắt kết nối và ngoài ra thì bên em cũng có cái gói cước khác khuyến mãi nhiều hơn chị có muốn tìm hiểu thêm không có gói cước nào nữa à chị đăng ký gói cước này chị có nhu cầu gọi thêm không ạ ý là vừa rồi chị gọi ra đăng ký gói cước là chín mươi ngày đó có miễn phí gọi nữa nhưng mà bên đây gọi bên kia nghe nói lạ sao á bây giờ chị đăng ký gói cước c chín mươi n cũ đúng không đúng rồi dạ vậy em đăng ký gói cũ giúp chị nha ừ đăng ký liền giùm chị cái em gói một tháng chín chục ngàn đúng không dạ vâng gói c chín mươi n cũ sẽ ưu đãi cam kết quy định rõ thì chị cũng biết hết rồi đúng không chị huệ rồi rồi rồi rồi giờ em đăng ký giùm chị liền cái cói kết thúc cuộc gọi có thông báo đăng ký thành công chị huệ tắt nguồn hai phút khởi động lại máy dùm em rồi rồi ok dạ với dữ liệu về xài sim bốn g thì mình phải tắt đi bật lại dạ chị cần thông tin gì khác nữa không ạ
881897068939905.mp3|272.1|dạ em cám ơn vì đã chờ máy ạ rồi dạ em xin lỗi vì chờ máy lâu nha thì à ừ cái này là cục trưởng ừ cục trưởng cảnh sát quảng ninh hành chính và chữ đằng sau nữa là chữ viết tắt đó anh ừ chào e dạ hai chữ t một chữ s chứ dạ là chứ viết tắt của cục trưởng cục cảnh sát cơ quản lý hành chính và trực thuộc xã hội ạ l viết tắt là cái gì em dạ anh muốn bên em kiểm tra lại về vấn đề này để chỉnh sửa lại đúng không ạ đúng rồi mà sao không thấy cái nơi cấp ở trong cái app nó nhắn lại nữa mồng bốn mồng bốn mới nhắn lại nơi cấp là ba chữ c dạ vâng thì bên em sẽ kiểm tra lại về vấn đề này để hỗ trợ về cho khách hàng nha nhưng mà nếu đúng là cái gì em nếu đúng là nơi cấp ba chữ c hay hai chữ c một chữ s dạ thì bên em sẽ kiểm tra lại á anh để hỗ trợ cho anh có được không ạ rồi bây giờ kiểm tra hay chừng nào kiểm tra bây giờ bên em kiểm tra lại á còn vấn đề nào mới hỗ trợ nữa không ạ à không đâu vậy em gửi thông tin nhắn nguồn link tải app mobile để anh có cơ hội phát biểu nhận quà vậy sau này anh còn vấn đề thắc mắc anh vui lòng liên hệ với tổng đài em cám ơn anh ạ dạ nơi cấp mà nó nhắn vô là sai hay đúng vậy ý anh muốn hỏi là như vậy á em sẽ hỏi và lên kế hoạch với bên xử lý trước ý anh để nhờ họ kiểm tra hỗ trợ lại xem là có để sai thông tin hay không hôm trước anh có ra cửa hàng chính làm luôn cái này không phải là anh đang nợ bên em nha anh nói tiếp giúp em đi ạ thì đó anh lên cửa hàng chính thì nơi cấp nói gửi lại là ba chữ c ý anh muốn hỏi nơi cấp ba chữ c là cái gì á căn cước của anh là cục cảnh sát đó anh trả sau vậy thì hai chữ c hay ba chữ c là đúng vậy cái đó là cái mã viết tắt rồi alo alo alo bên em kiểm tra lại vấn đề này có được không ạ không anh biết rồi nhưng mà ý anh hỏi là cái đó là sai rồi đúng như vậy dạ dạ em chưa có xác nhận được tại chưa có bạn nhân viên xử lý họ kiểm tra xem là có vẻ như vậy là sai hay không thì về thông tin của căn cước công dân sẽ là cục cảnh sát cục cảnh sát là ccs hả anh còn vấn đề nào cần hỗ trợ nữa không ạ ủa nãy giờ anh hỏi em không hiểu ý anh hỏi là cái tin nhắn lại là đúng hay sai hả tại vì này giờ anh gọi ba lần rồi anh gọi lên hỏi vấn đề này ba lần rồi đúng không ạ đúng rồi là những bạn trước đó là anh muốn có nhu cầu để ccs đúng không anh không không anh hỏi ccc đúng hay là ccs chứ không phải anh muốn biết cái đó là gì thế mình ngắt máy trước được không anh để em hỏi trước về các bạn xử lý và hỗ trợ hỗ trợ cho anh cái được không à à là gọi lại cho anh sao em đúng rồi em gọi lại cho anh chừng nào gọi vậy em kiểm tra xong thì em gọi lại cho anh ạ rồi rồi anh cám ơn dạ vâng rồi anh không còn vấn đề nào thắc mắc nữa đúng không ạ rồi hết rồi em gửi tin nhắn đường link tải app mobifone để anh có thể phát biểu nhận quà à rồi và sau này anh còn vấn đề thắc mắc vui lòng liên hệ lại với tổng đài ạ em cám ơn anh ạ dạ vâng ạ dạ em chào anh ạ anh vui lòng gác máy trước giúp em nha
881897068939906.mp3|78.9|dạ mobifine xin nghe ạ dạ em tên đào em có thể giúp gì cho anh chị ạ alo chị kiểm tra giúp em để em hỏi là cái số này có vô được cái gói dạ ừ rồi cái gói một trăm hai không dạ vâng số chị đang gọi chị cho em xin tên của chị để em tiện xưng hô với ạ à tên thương em chào chị thương chị thương vui lòng để máy để em kiểm tra trên hệ thống gói một năm cộng của gói c trăm hai ạ dạ đúng dạ em kiểm tra thời điểm này sim chị thương chưa có thuộc đối tượng để đăng ký gói cước mười hai c một hai mươi ạ em chưa có đăng ký được chị thông cảm chị dõi thêm ờ vậy một hai một chín tv một một chín một năm dạ em kiểm tra thời điểm này cũng chưa có thuộc đối tượng chị ạ ờ ờ sv một một chín dạ cũng một năm luôn đúng không ạ đúng rồi dạ em kiểm tra thời điểm này cũng chưa có thuộc đối tượng chị ạ thời điểm này thì em kiểm tra sim này thiên về có cước truy cập mạng á sim truy cập mạng thôi chắc nhiều hơn còn gói cước combo thì có cái gói cước như c hai chín mươi mà gói cước một tháng thôi chị ạ hoặc có c một chín mươi thôi ạ ok rồi cám ơn nha dạ thông cảm ạ dạ rồi ạ
881897068939907.mp3|26.94|dạ mobifine xin nghe ạ dạ em là đào ngọc liên đào em có thể giúp gì cho anh chị ạ alo chị kiểm tra giúp anh chị tổng đài số thuê bao này có đăng ký c một chín mươi n chưa số đang gọi hỏi có đăng ký được gói c chín mười n không ạ không có đang sử dụng gói c chín mươi n không dạ sim này đang sử dụng gói đã gia hạn rồi đó chị gói đã đăng ký rồi ạ đồng bộ trên hệ thống không thấy nó truy cập mạng được hết trơn dạ vâng chị khởi động máy lại sử dụng giúp em với ạ
881897068939908.mp3|15.72|dạ mobifone xin nghe em tên trân xin phép hỗ trợ anh chị ạ alo ai dạ mobile à dạ hiện tại mình đang gọi chị đang gọi lên tổng đài mobifone á thì đang cần hỗ trợ thông tin nào về sản phẩm dịch vụ của mobifone không chị
881897068939909.mp3|62.52|alo dạ anh ơi em có cập nhật gói cước mười hai tháng cộng hai tháng cho anh trong tài khoản nãy em nạp một triệu tư rồi nó còn dư bốn chục ngàn trong tài khoản của anh nha thì em tắt nguồn máy em khởi động lại giùm em là được ha rồi ok ủa nhưng mà anh chưa hết hạn cũ của cái gói sáu tháng trước mà thực ra là cái gói cước của anh nó cần thời gian nhưng mà cái này công ty medata thì bên em gọi sớm hơn tại vì sẽ có rất nhiều bạn gọi cho mình bằng số di động cá nhân á ngoài ra khi mình hủy gói cước và cung cấp cái mã otp thành ra mấy hôm nay khách hàng phản ánh rất là nhiều cho nên những ngày còn lại của mình thì em có hỗ trợ bù cước hồi cước lại cho mình là tám mươi ngàn á nên mình chỉ cần thanh toán có một triệu ba sáu mươi thôi đó anh không có bị thiệt thòi á dạ nhanh giùm em cái giữa tháng mười hai năm hai không hai ba là mười bốn tháng sử dụng của anh luôn nha à dạ tháng mười hai không hai ba mười bốn tháng á thì trong quá trình dùng hay là anh có cần hỗ trợ gì cứ nhắn qua cho em ha rồi ok dạ em cảm ơn
