path|duration|transcript
881897068939920.mp3|120.54|dạ mobifone xin nghe em tên nhàn em xin phép hỗ trợ anh chị ạ à chị ơi cho em hỏi cái số điện thoại này của em nó có đăng ký bốn g á chị chị kiểm tra chị hủy giùm em được không chị số đang gọi đến tổng đài số đuôi ba ba một đúng không ạ dạ đúng rồi chị gói cước của mình hết thời gian sử dụng rồi nếu như mình hủy hủy cái chức năng chờ gia hạn tới trước đó anh dạ dạ đúng rồi hủy tính năng gia hạn giùm em cái chị rồi em sẽ tạm khóa data tránh trường hợp phát sinh phí anh vui lòng tắt chế độ di động trên máy của mình ạ dạ rồi trả lời dạ rồi dạ anh có cần hỗ trợ thêm thông tin nào khác không ạ dạ không ạ chị chị hủy gia hạn giùm em cái vì em nạp tiền vô nó trừ quá thì trừ đi à anh tên gì em tiện xưng hô với anh dạ em em tên trung chị anh trung mà anh trong cái chủ số thuê bao này không anh trung dạ thì dì của em là chủ em làm giùm á chị anh trung lưu ý như thế này nè cái trừ tiền của mình nó không phải là tại vì mình để cái ba g đó mà nó trừ tiền của mình đâu mà là do do chưa ra hạn đúng hông chị nó gia hạn á đúng rồi đó bây giờ trong thời gian này gia hạn nhưng mà nó chưa gia hạn mà như thế này nè anh bị trừ tiền á là do anh chưa gia hạn thành công cái gói cước này anh để dữ liệu di động á cái ứng dụng trên máy điện thoại của mình nó kích hoạt nó trừ tiền chứ không phải cái gói cước này anh trung rồi nên thành ra được á bây giờ anh nạp tiền vào đủ cho gì thì em tắt cái dữ liệu di động đó anh nạp vào đủ chín mươi chín ngàn để gói cước này gia hạn lại để sử dụng gì hông em hủy luôn á chị có nghĩa là em chỉ xài wifi hay chứ hông có cần xài bốn g nữa chị nếu như mình sử dụng wifi thì để hủy chức năng chờ gia hạn trên hệ thống giúp anh anh có biết tên của dì tên gì không anh trung dạ à dì tên thu á chị thu à dạ rồi em xin cảm ơn bên em có hỗ trợ cho mình cái ứng dụng là mai mobile giúp anh dễ dàng kiểm tra tài khoản chính nội dung lượng gói cước dịch vụ và nhiều tiện ích khác nếu có nhu cầu sử dụng anh vào ch play hoặc appstore tải về để mình sử dụng ạ dạ rồi em cám ơn chị có gì chị hủy gia hạn giùm em em đã hủy thành công rồi đó anh và cần hỗ trợ thêm thông tin nào khác nữa không được rồi được rồi được rồi chị em cám ơn chị cần hỗ trợ thêm thông tin anh liên hệ lên tổng đài xin cảm ơn xin chào anh trung dạ dạ dạ
881897068939921.mp3|49.32|dạ alo vâng em chào anh em gọi ra từ bộ phận chăm sóc khách hàng của công ty mobifone em tên hoa do hôm qua chủ số có liên hệ để hỏi thông tin hiện tại theo sim số của mình anh hãy dành riêng khoảng ít phút để em trao đổi tiếp chuyện với em được không anh rồi rồi rồi được rồi được rồi em cứ nói đi dạ anh vui lòng cho em hỏi là trước đây khi mua sim mà sử dụng đăng ký thông tin thuê bao chính chủ cho sim số của mình chưa anh dạ rồi rồi rồi rồi rồi dạ xin lỗi anh có phải anh toàn đúng không anh rồi rồi rồi rồi có gì em điện lại nhé mình đang bận hả ta hả dạ mình tiện trao đổi không anh mình đang bận hay sao hả cái gì mình có thể trao đổi tiếp không anh được tiếp tiếp mà từ từ đi có gì anh anh trai dạ có nghĩa là em gọi ra có một số vấn đề muốn hỏi ý em hỏi là hiện tại mình có
881897068939922.mp3|24.84|dạ mobifone xin nghe em tên huyền em xin phép được hỗ trợ cho anh chị em hi em anh tên hậu á em dạ em chào anh hậu anh cần hỗ trợ vấn đề gì em kiểm tra giùm anh cái gói bốn g ba ngày bao nhiêu hết hạn hai bốn đúng không dạ đúng rồi em thấy mình đang sử dụng tới ngày hai tư tháng mười lúc chín giờ hai mươi phút anh à ok dạ cảm ơn em dạ rồi anh cần kiểm tra thông tin nào khác nữa không
881897068939923.mp3|160.92|dạ mobifone xin nghe em là an em có thể giúp gì được cho anh chị chị ơi mà cái gói cước của em mà hình như mồng bốn này nó hết hạn rồi ừ gia hạn lại cái gói chín chín ngàn nha chị dạ để tiện xưng hô cho em biết tên anh với ạ dạ tên thư anh thư á anh anh thư đang đang dùng cái gói sáu tháng anh thư bên em đang có gói một năm anh thư một năm được tặng hai tháng anh thư mình đăng ký một năm luôn đi anh không ý là gia hạn giùm em cái gói là chín chín ngàn hai ghi hết hai hết ghi nó không chạy được gì thì cái gói này bây giờ được năm gi một ngày rồi rồi đó anh thư năm ghi hết năm kỳ hạn tốc độ vài năm mililit trên giây tức là vẫn lướt web được luôn rồi đó hai mươi bốn g chín mươi chín ngàn giờ anh thư nạp luôn một năm mình được tặng tới hai tháng anh ha ừ em ơi bây giờ tài khoản thì nó không đủ chị anh có thể nạp thêm được hông nạp đủ em đăng ký cho anh thư dạ không em đang đi công chuyện đang học giờ mình đăng ký c một hai mươi đi anh c một hai mươi mình được gọi nội mạng nữa một trăm hai chục ngàn một tháng mình được miễn phí các cuộc gọi nội mạng dưới hai mươi phút hả sao sáu mươi ghi ga byte nhưng mà alo gói đó hết ghi ga bai có chạy bình thường được không dạ gói đó thì ngày anh được bốn ghi tốc độ cao hết bốn ghi mới hết internet dung lượng data không áp dụng sáu mươi data 0h ngày bên em reset đúng y mới cho anh và hết ba mươi ngày tự gia hạn cho anh thời điểm gia hạn nên anh không đủ điều kiện á sẽ tạm ngưng trên chín mươi chín ngàn và một ngày năm ghi hả chị dạ chín mươi chín ngàn giờ được năm ghi ngày mà hổng có phút rồi dạ à à hết năm ghi mình có gia hạn hay không thì nó vẫn chạy hông chị nha hết dung lượng rồi giảm tốc độ khoảng năm mililit trên giây đó là gói hai bốn g chín mươi chín ngàn thôi rồi vậy là gia hạn cho anh cái gói hai bốn giờ giờ vậy chị anh đăng ký gói hai bốn g hả anh dạ dạ anh không đăng ký luôn vài kỳ ha anh đăng ký luôn ba tháng không ờ tài khoản đâu có đủ đâu đăng ký ba tháng hả chị mình nạp thêm anh à đang đi công chuyện nạp không có được chị gia hạn cho em gói một tháng đi thì để em liên lạc hủy cái hai bốn g sáu ghi và đăng ký lại một tháng nha anh dạ giờ em hủy luôn anh tắt dữ liệu di động nha em cài em hủy đăng ký liền cho anh nha vầng vầng vầng vầng sao nhỉ tìm hiểu để coi gói con lại khác nha anh thư cả không có gói là bảy năm đồng trên năm mươi kb đợi em hủy xong sẽ đăng ký cho anh nha thông báo đăng ký thành công thì sử dụng nha vâng vâng vâng vâng
881897068939924.mp3|93.24|dạ mobifone xin nghe em tên minh có thể hỗ trợ gì được cho anh chị ạ anh ơi cho em hỏi sao tự nhiên chứ sao tổng đài nó mới gọi cho em về cái sim này bị khóa sim là sao trời em rất xin lỗi chị về sự bất tiện này chị muốn hỗ trợ cho số đang gọi đúng không ạ dạ đúng rồi ạ em cám ơn chị cho em xin tên của chị được không ạ dạ lê thị kim anh chào chị anh dạ em kiểm tra cho chị anh thì thuê bao mà chỉ anh đang gọi lên tổng đài hiện tại vẫn hoạt động bình thường không có dấu hiệu gì của bị khóa cả đối với số thuê bao lạ gọi lên gọi lên cho chị dạ giả danh nhân viên tự xưng là chuyên viên mobile hoặc là nhân viên của các bộ thông tin truyền thông gì đó dạ thì chị không làm theo hướng dẫn nào được hướng dẫn để tránh bị đánh cắp thông tin hoặc lừa đảo giúp em dạ nếu như thật sự thuê bao của chị anh có bị chặn một chiều do lý do gì đó bên em mobifone chỉ có gửi tin nhắn cho chị anh để thông báo thôi chứ không hề có cuộc gọi nào gọi ra để làm phiền chị nha chị anh hả dạ dạ em nói em mới nhận được gói cái kiểu này thật sự khóa một chiều nên em gọi hỏi thử dạ thì anh cứ yên tâm sử dụng bình thường không sao cả dạ dạ chị anh còn vấn đề nào khác không chị anh dạ không em cảm ơn xin phép lưu số khách hàng chăm sóc khách hàng qua zalo và facebook khi nào cần hỗ trợ vui lòng liên hệ tổng đài rồi anh cám ơn vâng xin chào chị ạ dạ
881897068939925.mp3|55.5|dạ mobifone xin nghe em tên vân anh em giúp gì cho anh chị à chị ơi chị kiểm tra giúp em cái số điện thoại sao gói cước em đã tự dưng bị ngắt ý chào chị chị kiểm tra xem số đang gọi cho em hay sao chị đúng rồi đúng rồi dạ chị cho em hỏi chị tên gì để tiện xưng hô với chị em tên là thảo dạ rồi ạ ok rồi sao hôm nay tự dưng hết tiền hình như nó trừ quá trời trừ ba g bốn g ạ dạ trên một lần em xin lỗi ngắt lời chị thảo c một hai mươi của chị nó vừa được gia hạn trong hôm nay rồi đấy chị à mà là đã trừ tiền từ hôm nay rồi đúng không chị dạ đúng rồi vừa gia hạn xong trừ một trăm hai mươi nên trong hôm này chị thảo tắt nguồn bật lại bật dữ liệu di động lại bật lại ba g bốn g để dùng lại nha chị cám ơn chị dạ dạ
881897068939926.mp3|71.46|dạ mobifone xin nghe em tên phong có thể giúp gì cho anh chị ạ dạ anh ơi cái mạng bốn g của em sao nó yếu đi nhỉ dạ em xin lỗi vấn đề của anh số của anh là số đang gọi luôn đúng không ạ à dạ đúng rồi dạ rồi anh cho em xin được biết tên anh để tiện xưng hô với ạ em tên hoàng dạ em chào anh hoàng à em thấy gói một trăm hai của anh thì vẫn đang còn dung lượng khá nhiều anh mở lên bốn g còn mà không bị yếu hay là không có bốn g luôn vậy đó chữ e đúng không anh chữ e ạ dạ đúng rồi dạ để bên em có gì kiểm tra lại đường truyền cho anh hoàng á anh hoàng chỉnh cái chế độ ba g bốn g trên máy giúp em nha em đổi mới đường truyền cho anh á anh đợi hai phút anh tắt máy với lại á để cho nó mạnh lại nha em có đóng gói cước mà hình như sáu tháng anh kiểm tra coi có không anh dạ đúng rồi dạ có cái gói này em đăng ký gói chương trình sáu tháng tặng một ý anh anh hoàng là bảy tháng dạ rồi em đổi mới cho anh dạ dạ dạ dạ để cho nó mạnh dạ dạ dạ vâng anh đang cần hỗ trợ gì thêm
881897068939927.mp3|100.38|dạ mobifone xin nghe em tên vy em có thể hỗ trợ được gì cho anh chị à em ơi cho chị hỏi là chị có thấy cái số lạ cứ điện nó làm phiền dưới dạng mà lừa mà lừa đảo á thì chị thấy cuộc gọi nhỡ thì chị có nên tra ra thì có nhiều người ta cũng phản ánh cái số mà cũng là cái đầu số mobifone bên mình nó cũng hiện đến xong rồi đó chị không nghe máy chị xem cái số đó rồi nó có gửi một cái tin nhắn bộ thông tin gì đó nha rồi chị muốn chặn hết mấy cái số sim mà sim rác được không giờ em cái cái số điện thoại đó á chứ bây giờ cứ điện nó làm phiền kiểu đó không lừa đảo kiểu đó thì nó rất là mất thời gian của chị á nếu mà gặp tình trạng trên đầu tiên em sẽ hướng dẫn cho chị á là phản ánh về các cuộc gọi quấy rối lừa đảo đến đầu số tiếp nhận cái bộ thông tin truyền thông để họ kiểm tra lại các cuộc gọi phát sáng trên và có biện pháp chặn cuộc gọi hoặc xử lý các số thuê bao vi phạm nha thì cái này chị soạn giúp em là chữ v cách khoảng cách số điện thoại rồi số điện thoại của của của của người ta hả dạ đúng vào cái số điện thoại mà gọi đến chị ý rồi gửi rồi kết quả nội dung bấy nhiêu ví dụ như lừa đảo thì bấm vào từ đảo gửi đến đầu số tiếp nhận là năm sáu năm sáu sau khi phản ánh như vậy á thì em thấy nó hạn chế rất nhiều các cuộc gọi lừa đảo gọi đến thuê bao đó nha chị ờ rồi rồi chị cám ơn em ha tại vì nó cứ nhắn nó cứ điện hoài tại vì chị thấy ở trên chỉ có lên trên chỉ có trên mạng á chị mới tra số điện thoại thì thấy cũng có nhiều người ta phản ánh bị lừa đảo mà tiền cũng như mất hết trơn á dạ dạ ờ rồi rồi vậy thôi chị cám ơn em nhiều nha dạ dạ rồi cái cái hỗ trợ thông tin nào khác nữa không à không em ơi bây giờ
881897068939928.mp3|31.38|dạ alo nghe nè dạ em chào anh em gọi đến từ bộ phận chăm sóc khách hàng mobifone á dạ hiện tại anh đang là hội viên hội đồng của chương trình kết nối dài lâu ạ nhưng có khả năng sẽ không đủ điểm để gia hạn hội viên của mình á anh dành ít phút em tư vấn giúp anh ạ đang kẹt làm việc thôi kệ nó làm cái gì cũng được dạ vậy khi nào cần hỗ trợ thông tin dịch vụ gì thì cứ liên hệ tổng đài chín không chín không để được tư vấn nha rồi cám ơn em dạ em chào anh ạ
881897068939929.mp3|73.38|dạ mobifone xin nghe em tên phương em có giúp gì được cho chị em ơi cho chị hỏi thăm hôm qua chị mới nạp tiền một trăm ngàn xong hết trơn rồi em cho chị hỏi thăm coi chị hủy cái gì chị hủy được không dạ em sẽ giúp chị vấn đề này chị vui lòng cho em biết tên để em tiện xưng hô được à chị tên vân em dạ số chị vân gọi lên đúng không chị đúng rồi cưng dạ em thấy ngày hôm qua chị nạp vào một trăm ngàn sau đó có phát sinh dữ liệu data từ lúc bảy giờ bốn chín phút sáng nay cho tới mười giờ bốn sáu phút trừ hết một trăm ngàn đúng không chị rồi em hủy giùm chị rồi phải không em dạ rồi để em hủy cho chị vân em em hủy hết tất cả các yêu cầu đó dùm chị nha cưng nha dạ rồi em hủy trừ tiền rồi sau này nếu mà chị có đăng ký gói cước bốn g sẽ mở lại đường truyền cho mình bây giờ bây giờ ví dụ mà chị muốn đăng ký đê năm nữa mà chị đăng ký làm sao mà nó cứ mở ra điện là ăn hết tiền của chị là sao cưng dạ khi mà chị đăng ký b năm á thì bấm vào cái đường truyền bốn g cho mình dùng không bị tính phí mà gói còn khi mà hủy năm rồi á thì lúc đó thì nó tắt bốn g trên máy luôn bây giờ em làm ơn hủy giùm chị nha để chị nạp tiền không thôi nó rút của chị nữa ha khoảng bao lâu thì nạp vô được em bây giờ chị nạp là được rồi chị em hủy xong rồi rồi rồi chị cám ơn em nhiều nha cám ơn em
